,t,A,A_err
0,112.50546099990606,1.0031151740448958,0.00399127243523445
1,112.51598699996248,1.002985835933216,0.003991681606135722
2,112.5265130000189,0.9981908855068572,0.003991905546281316
3,112.5370399998501,0.9989947364476653,0.003991439797068785
4,112.54756599990651,0.9979895642673585,0.0039911004343692325
5,112.55809300020337,0.9965539158532289,0.003991784146720967
6,112.56861899979413,0.9991677317578708,0.003991210717433524
7,112.57914499985054,0.995189992132514,0.003991820497905474
8,112.5896720001474,1.0002293637751116,0.003991766433411925
9,112.60019800020382,0.9949608675484097,0.003991817853280455
10,112.61072500003502,0.9966833425278717,0.003991384589975777
11,112.62125100009143,0.9965401480471898,0.003991728998565924
12,112.63177700014785,1.001248780197864,0.003991223814834466
13,112.64230399997905,0.9960235339180428,0.0039914944132218855
14,112.65283000003546,0.9972581632543852,0.003991849523249602
15,112.66335600009188,0.9990812303584057,0.003991785379707902
16,112.67388299992308,1.005972248235962,0.003991521879623816
17,112.6844089999795,0.9977607141033138,0.0039911042093480065
18,112.6949359998107,1.0080396154508233,0.003991368816222085
19,112.70546199986711,1.0030153974598486,0.003991799255057438
20,112.71598799992353,0.9969128637721593,0.003991385548017534
21,112.75642100023106,0.9978461821205086,0.0039914460866722346
22,112.76694699982181,1.000660599504479,0.003991644131372429
23,112.77747400011867,0.9956355613226089,0.003991773683486188
24,112.78800000017509,0.9987509375402253,0.003991385600145281
25,112.7985260002315,1.0011196827323854,0.0039916312732242165
26,112.8090530000627,1.0044076226478453,0.003991789425339953
27,112.81957900011912,1.0015651393492317,0.003991562417282879
28,112.83010599995032,1.0064893874651255,0.003991719761050838
29,112.84063200000674,0.9962382220011312,0.00399143718396977
30,112.85115800006315,1.007552302910317,0.003991295279322626
31,112.86168499989435,1.0044076226478453,0.003991789425339953
32,112.87221099995077,0.9960657339045127,0.003991663526706102
33,112.88273799978197,0.9859443441009859,0.003991058976643258
34,112.89326399983838,1.0029147070802473,0.003991398527627643
35,112.9037899998948,1.0022683124685008,0.003991595398906311
36,112.91431700019166,1.0007610635767525,0.003991123141125041
37,112.92484299978241,0.9969128637721593,0.003991385548017534
38,112.93536899983883,0.9960519728429099,0.003991608380217504
39,112.94589600013569,0.9948600694438972,0.003991413447754277
40,112.9564220001921,1.005225738404348,0.003991337422458163
41,112.9669490000233,0.998004271293445,0.003991159249832121
42,112.97747500007972,0.997057030132012,0.003991044422636536
43,112.98800100013614,0.9980327667732423,0.003991273207258006
44,112.99852799996734,0.9971433562743037,0.003991389971043757
45,113.00905400002375,0.9990959534719934,0.003991844205264661
46,113.01958099985495,0.9983058130951411,0.0039914456768632145
47,113.03010699991137,1.0010191826591701,0.003991230562657655
48,113.04063299996778,1.001996028107789,0.003991433889406981
49,113.05115999979898,1.0000147366531773,0.003991830943478714
50,113.0616859998554,1.0070633708683623,0.00399121352865317
51,113.07221300015226,1.0060871450973796,0.003991051122469336
52,113.08273900020868,1.0012921237936923,0.003991396593064245
53,113.09326499979943,1.0042781178924314,0.0039912747381736224
54,113.10379200009629,1.0037038730726822,0.003991765891085575
55,113.1143180001527,0.9970138698634903,0.0039917899507170285
56,113.12484400020912,0.9962813486922164,0.003991609971436272
57,113.13537100004032,1.0022110804623363,0.003991367468910267
58,113.14589700009674,1.0112124314090825,0.003991823905679648
59,113.15642399992794,1.002196311442879,0.003991308650379
60,113.16694999998435,1.0049100741097277,0.003991009613222851
61,113.17747600004077,0.9999428975201026,0.003991544178030271
62,113.18800299987197,0.9987794543391827,0.003991499564033996
63,113.19852899992839,1.0018234658211136,0.003991669211346971
64,113.20905600022525,0.9919888712612389,0.003991771717641368
65,113.24948799982667,1.0049387667672027,0.00399112356637632
66,113.26001399988309,0.9958941929244121,0.003991893348083864
67,113.27054100017995,1.007193234790723,0.0039917282079263705
68,113.2810669997707,1.0050970538921598,0.003991752205150689
69,113.29159400006756,1.0002874039121994,0.003991076756876877
70,113.30212000012398,1.0035458053519963,0.003991137250155874
71,113.3126460001804,0.9986074460061248,0.003991731912623642
72,113.3231730000116,1.0018087025137112,0.003991610388368982
73,113.33369900006801,0.9992818514431869,0.00399166657253841
74,113.34422500012442,0.9979040839691248,0.0039916776976270385
75,113.35475199995562,0.9963244772502393,0.003991782766382734
76,113.36527800001204,0.9941712504258906,0.003991396900529742
77,113.37580499984324,1.0034459859334617,0.003991664480005042
78,113.38633099989966,0.9978029876914417,0.003991273306299892
79,113.39685699995607,1.0034598491478393,0.003991719627268686
80,113.40738399978727,0.9982055954997417,0.003991044984928249
81,113.41790999984369,1.0064180101504177,0.003991436679836813
82,113.42843700014055,0.9950176855257951,0.003991129356465062
83,113.43896300019696,0.9985209931125313,0.003991386334613267
84,113.44948899978772,1.0040922152606304,0.003991460720900397
85,113.46001600008458,0.9980327667732423,0.003991273207258006
86,113.470542000141,1.0008467886033854,0.003991465020071028
87,113.4810689999722,0.9966117427157328,0.003991097856592518
88,113.49159500002861,0.9953916654124692,0.003991712635441125
89,113.50212100008503,0.9997706888205662,0.003991777590317769
90,113.51264799991623,1.0011344358859422,0.003991690096509848
91,113.52317399997264,0.9983922473582449,0.003991791260011424
92,113.53370000002906,0.9948600694438972,0.003991413447754277
93,113.54422699986026,1.00172289509675,0.0039912684969719
94,113.55475299991667,1.0008615377353927,0.003991523840906563
95,113.56528000021353,0.9965401480471898,0.003991728998565924
96,113.57580599980429,0.9952624064716188,0.00399119428214828
97,113.5863319998607,1.0057573151542065,0.003991595406770965
98,113.59685900015756,0.9993398365991364,0.0039918981962873135
99,113.60738500021398,0.9983058130951411,0.0039914456768632145
100,113.61791200004518,1.0025415941948081,0.0039917603779900945
101,113.6284380001016,0.9994834333716367,0.003991551233050394
102,113.63896400015801,1.000359267795728,0.003991363488744237
103,113.64949099998921,0.9987077039464075,0.003991212822391288
104,113.66001700004563,0.9995690489566782,0.003991893148666659
105,113.67054399987683,0.9994254398837055,0.0039913196294334985
106,113.68106999993324,1.0019812622574338,0.003991375069896885
107,113.69159599998966,0.9996555925919397,0.003991318046393022
108,113.70212299982086,1.0007748896973006,0.003991178280909835
109,113.74255499988794,0.9977460106663955,0.0039910453946961355
110,113.75308099994436,0.9940421499649172,0.0039917941422699665
111,113.76360799977556,1.003230668595485,0.003991731973907675
112,113.77413399983197,1.0014498365387454,0.003991102898129428
113,113.78466100012884,1.0060296950263985,0.003991749818437529
114,113.79518700018525,1.0006172832458582,0.003991471342427166
115,113.805712999776,0.9977744987722158,0.003991159348871232
116,113.81624000007287,1.0046231925883635,0.003991720859532033
117,113.82676600012928,0.9983490292912869,0.003991618464697311
118,113.83729299996048,0.9937977290629088,0.003991727945479473
119,113.8478190000169,0.990912256062656,0.003991090094104588
120,113.85834500007331,1.0014498365387454,0.003991102898129428
121,113.86887199990451,1.0028140268087153,0.003991921473591453
122,113.87939799996093,1.0041634276249976,0.003991743803819392
123,113.88992499979213,0.9959804183871535,0.003991321630757549
124,113.90045099984854,1.0065468637871808,0.003991020639952936
125,113.91097699990496,0.995463177570307,0.003991082550151237
126,113.92150400020182,1.0011482671648517,0.0039917452441275425
127,113.93202999979258,0.998966213502049,0.003991325834886483
128,113.94255599984899,1.0029147070802473,0.003991398527627643
129,113.95308300014585,0.9984354672960899,0.003991044462406945
130,113.96360900020227,0.9988079719523649,0.003991613531176608
131,113.97413600003347,0.9911988739758129,0.003991331567686274
132,113.98466200008988,0.9922611779727448,0.003991039654750617
133,113.9951880001463,0.997602663511132,0.003991390830622776
134,114.0057149999775,1.0036179033296302,0.0039914239863693135
135,114.01624100003392,0.998004271293445,0.003991159249832121
